date,origin_port,destination_port,vessel_class,cargo_type,quantity_mt,route_distance_nm,bunker_price_usd_per_mt,bunker_cost_usd,hire_cost_usd,port_cost_usd,demurrage_usd,freight_cost_usd,freight_rate_usd_per_mt,bdi_value_synthetic,is_synthetic
2025-07-22,"Gladstone, Australia","Paradip, India",Panamax,Coal,65507,6300,874.7,510240.0,299288.89,75100.86,0.0,884629.74,13.5,1560,True
2025-07-22,"Gladstone, Australia","Paradip, India",Handysize,Coal,27844,6300,767.44,313372.49,184022.22,74893.46,0.0,572288.18,20.55,1110,True
2025-07-23,"Port Hedland, Australia","Visakhapatnam, India",Panamax,Iron Ore,70587,5300,861.81,422927.1,309991.11,75125.35,0.0,808043.56,11.45,2672,True
2025-07-23,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,49326,4600,806.53,297720.1,213190.12,65212.36,0.0,576122.58,11.68,2590,True
2025-07-24,"Gladstone, Australia","Paradip, India",Panamax,Coal,78704,6300,893.77,521365.47,256106.67,69002.87,18670.85,865145.86,10.99,866,True
2025-07-24,"Port Hedland, Australia","Visakhapatnam, India",Panamax,Iron Ore,80321,5300,854.62,419394.44,312713.09,64888.19,0.0,796995.72,9.92,2724,True
2025-07-26,"Port Hedland, Australia","Visakhapatnam, India",Panamax,Iron Ore,71630,5300,975.63,478783.47,265654.32,55369.79,0.0,799807.58,11.17,1825,True
2025-07-28,"Gladstone, Australia","Paradip, India",Capesize,Coal,108163,6300,911.73,742747.65,502262.07,58768.86,24270.48,1328049.06,12.28,2624,True
2025-08-01,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,53051,4600,978.66,361259.36,183716.05,57736.36,0.0,602711.77,11.36,1725,True
2025-08-02,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,110480,4600,840.42,499903.66,217944.83,62301.3,68238.07,848387.85,7.68,748,True
2025-08-04,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,53464,4600,706.73,260880.75,147972.35,56941.36,20793.95,486588.41,9.1,676,True
2025-08-05,"Gladstone, Australia","Paradip, India",Handysize,Coal,15146,6300,771.96,315216.82,261022.22,55726.49,157.3,632122.83,41.74,2760,True
2025-08-07,"Richards Bay, South Africa","Visakhapatnam, India",Panamax,Coal,81696,4600,808.24,344250.09,210986.67,75857.09,37476.64,668570.49,8.18,1394,True
2025-08-08,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,144359,4600,940.26,559290.28,215168.97,57696.97,0.0,832156.22,5.76,713,True
2025-08-09,"Richards Bay, South Africa","Visakhapatnam, India",Panamax,Coal,63188,4600,715.16,304606.09,262461.23,67742.93,0.0,634810.26,10.05,2527,True
2025-08-11,"Gladstone, Australia","Paradip, India",Capesize,Coal,130947,6300,956.64,779327.7,315651.72,76561.34,34025.21,1205565.97,9.21,906,True
2025-08-14,"Port Hedland, Australia","Visakhapatnam, India",Capesize,Iron Ore,138663,5300,988.04,677148.3,282362.07,60855.3,86393.8,1106759.47,7.98,1090,True
2025-08-14,"Gladstone, Australia","Paradip, India",Handysize,Coal,19006,6300,767.45,313376.65,210715.56,57868.81,36900.75,618861.76,32.56,1682,True
2025-08-15,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,30820,4600,947.16,282392.99,155729.88,68932.51,0.0,507055.37,16.45,1737,True
2025-08-15,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,42502,6300,853.14,431312.19,216237.78,66203.91,0.0,713753.88,16.79,967,True
2025-08-15,"Gladstone, Australia","Paradip, India",Panamax,Coal,85633,6300,838.92,489369.39,383288.89,69880.06,0.0,942538.34,11.01,2910,True
2025-08-19,"Port Hedland, Australia","Visakhapatnam, India",Capesize,Iron Ore,109661,5300,939.76,644058.54,240875.86,60782.9,0.0,945717.3,8.62,636,True
2025-08-19,"Gladstone, Australia","Paradip, India",Panamax,Coal,65168,6300,775.18,452189.26,373706.67,60312.37,0.0,886208.3,13.6,2756,True
2025-08-23,"Port Hedland, Australia","Visakhapatnam, India",Panamax,Iron Ore,75453,5300,866.6,425276.91,277955.56,58509.45,0.0,761741.92,10.1,2060,True
2025-08-24,"Gladstone, Australia","Paradip, India",Capesize,Coal,146281,6300,854.95,696490.47,275787.93,70118.83,0.0,1042397.23,7.13,539,True
2025-08-24,"Richards Bay, South Africa","Visakhapatnam, India",Panamax,Coal,74352,4600,890.99,379493.77,216983.7,69588.58,53664.91,719730.96,9.68,1526,True
2025-08-25,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,40299,5300,765.62,325623.06,236877.28,62583.62,46341.72,671425.68,16.66,2367,True
2025-08-26,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,148823,4600,837.54,498190.36,225796.55,67357.72,0.0,791344.63,5.32,847,True
2025-08-27,"Port Hedland, Australia","Visakhapatnam, India",Capesize,Iron Ore,136434,5300,836.02,572964.1,364968.97,57741.04,26738.79,1022412.9,7.49,1994,True
2025-08-27,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,40092,6300,783.18,395942.24,222071.11,76713.13,0.0,694726.48,17.33,1092,True
2025-08-28,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,50140,4600,989.68,365325.95,207431.6,74791.41,14720.59,662269.55,13.21,2421,True
2025-08-30,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,25250,5300,792.04,272081.06,196034.57,69779.69,84542.76,622438.08,24.65,2160,True
2025-09-01,"Gladstone, Australia","Paradip, India",Capesize,Coal,128080,6300,861.77,702045.53,525506.9,67252.87,0.0,1294805.3,10.11,2838,True
2025-09-02,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,15159,4600,726.05,216471.31,152083.95,71932.48,19293.39,459781.13,30.33,1630,True
2025-09-04,"Gladstone, Australia","Paradip, India",Handysize,Coal,27310,6300,966.62,394702.09,157842.22,76698.3,32592.76,661835.37,24.23,549,True
2025-09-06,"Gladstone, Australia","Paradip, India",Panamax,Coal,92332,6300,999.34,582946.08,283111.11,70846.66,0.0,936903.85,10.15,1300,True
2025-09-06,"Port Hedland, Australia","Visakhapatnam, India",Panamax,Iron Ore,67933,5300,938.87,460740.86,317633.58,72000.61,0.0,850375.05,12.52,2818,True
2025-09-08,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,123600,4600,751.0,446712.6,223893.1,68018.31,0.0,738624.01,5.98,823,True
2025-09-08,"Gladstone, Australia","Paradip, India",Handysize,Coal,24923,6300,824.33,336602.36,265548.89,58472.01,0.0,660623.26,26.51,2857,True
2025-09-08,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,23181,4600,831.69,247966.49,188883.95,58997.19,25249.69,521097.32,22.48,2710,True
2025-09-12,"Gladstone, Australia","Paradip, India",Capesize,Coal,144939,6300,991.15,807443.43,472934.48,72510.33,9698.76,1362587.01,9.4,2354,True
2025-09-12,"Gladstone, Australia","Paradip, India",Capesize,Coal,167300,6300,714.69,582221.98,404503.45,59983.84,0.0,1046709.27,6.26,1724,True
2025-09-14,"Port Hedland, Australia","Visakhapatnam, India",Capesize,Iron Ore,148655,5300,866.36,593756.87,266827.59,70362.22,0.0,930946.68,6.26,920,True
2025-09-18,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,46145,4600,736.22,271766.54,196800.49,58958.56,0.0,527525.59,11.43,2109,True
2025-09-19,"Gladstone, Australia","Paradip, India",Panamax,Coal,67863,6300,702.32,409686.07,343031.11,58040.98,29570.77,840328.92,12.38,2263,True
2025-09-23,"Port Hedland, Australia","Visakhapatnam, India",Panamax,Iron Ore,68318,5300,924.93,453902.26,253876.54,70857.52,0.0,778636.33,11.4,1600,True
2025-09-26,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,148689,4600,732.5,435713.49,274175.86,64843.97,0.0,774733.32,5.21,1457,True
2025-09-28,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,125200,4600,987.2,587214.52,288848.28,66835.99,0.0,942898.79,7.53,1642,True
2025-09-29,"Gladstone, Australia","Paradip, India",Capesize,Coal,110527,6300,955.53,778427.12,508887.93,62740.22,24985.77,1375041.04,12.44,2685,True
2025-09-29,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,29548,5300,830.37,285247.17,181273.09,64037.06,33142.6,563699.92,19.08,1784,True
2025-10-05,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,32427,5300,977.68,335849.62,218176.79,66960.73,0.0,620987.14,19.15,2724,True
2025-10-07,"Gladstone, Australia","Paradip, India",Capesize,Coal,161894,6300,773.12,629825.61,516708.62,57326.77,13333.83,1217194.83,7.52,2757,True
2025-10-09,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,21532,4600,852.2,254082.17,156888.4,64620.08,0.0,475590.64,22.09,1771,True
2025-10-09,"Gladstone, Australia","Paradip, India",Capesize,Coal,145706,6300,837.7,682436.15,368550.0,64734.05,0.0,1115720.21,7.66,1393,True
2025-10-10,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,126698,4600,823.97,490119.16,379341.38,65096.76,0.0,934557.3,7.38,2783,True
2025-10-11,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,44348,4600,774.9,286044.5,186919.01,73055.08,0.0,546018.6,12.31,1819,True
2025-10-11,"Gladstone, Australia","Paradip, India",Panamax,Coal,72344,6300,744.98,434570.96,294560.0,74692.8,68604.32,872428.08,12.06,1484,True
2025-10-12,"Port Hedland, Australia","Visakhapatnam, India",Panamax,Iron Ore,65178,5300,853.39,418793.93,239847.9,76409.21,7692.14,742743.18,11.4,1332,True
2025-10-12,"Richards Bay, South Africa","Visakhapatnam, India",Panamax,Coal,89798,4600,985.08,419569.5,231249.38,67384.98,0.0,718203.86,8.0,1840,True
2025-10-14,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,44202,6300,716.24,362101.36,275317.78,65001.36,0.0,702420.5,15.89,2233,True
2025-10-15,"Gladstone, Australia","Paradip, India",Handysize,Coal,17469,6300,740.32,302295.56,240208.89,71802.71,25560.36,639867.52,36.63,2314,True
2025-10-16,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,51235,4600,761.08,280941.58,178809.38,65624.41,0.0,525375.37,10.25,1581,True
2025-10-17,"Gladstone, Australia","Paradip, India",Panamax,Coal,65661,6300,865.93,505124.33,235324.44,62485.15,24446.76,827380.68,12.6,532,True
2025-10-18,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,55903,6300,936.49,473448.28,203684.44,55056.69,0.0,732189.41,13.1,698,True
2025-10-18,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,44301,6300,858.02,433778.14,227017.78,54657.14,0.0,715453.06,16.15,1198,True
2025-10-18,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,54719,5300,881.96,375104.26,239350.62,73947.96,14886.6,703289.44,12.85,2430,True
2025-10-20,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,126237,4600,736.79,438263.75,222306.9,64396.98,0.0,724967.63,5.74,803,True
2025-10-21,"Port Hedland, Australia","Visakhapatnam, India",Capesize,Iron Ore,123496,5300,732.1,501744.33,264451.72,66060.86,0.0,832256.91,6.74,894,True
2025-10-21,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,45491,6300,892.17,451043.62,258891.11,63701.78,33896.24,807532.75,17.75,1881,True
2025-10-22,"Gladstone, Australia","Paradip, India",Capesize,Coal,115915,6300,708.66,577314.21,542343.1,72384.22,0.0,1192041.53,10.28,2993,True
2025-10-23,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,56023,4600,795.11,293504.39,190633.09,66891.21,0.0,551028.69,9.84,1928,True
2025-10-24,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,19777,5300,870.39,298994.59,148099.01,75354.46,19793.01,542241.07,27.42,939,True
2025-10-24,"Port Hedland, Australia","Visakhapatnam, India",Panamax,Iron Ore,81015,5300,771.07,378396.06,226970.86,76671.0,0.0,682037.92,8.42,1086,True
2025-10-24,"Port Hedland, Australia","Visakhapatnam, India",Capesize,Iron Ore,159345,5300,781.64,535693.09,412577.59,58319.16,557.08,1007146.92,6.32,2515,True
2025-10-25,"Gladstone, Australia","Paradip, India",Panamax,Coal,87918,6300,921.56,537577.87,257537.78,73578.66,0.0,868694.3,9.88,889,True
2025-10-26,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,49440,5300,912.09,387918.38,236563.21,55637.13,10467.1,690585.82,13.97,2359,True
2025-10-27,"Gladstone, Australia","Paradip, India",Panamax,Coal,93712,6300,995.65,580793.79,257600.0,57118.54,0.0,895512.33,9.56,890,True
2025-10-30,"Gladstone, Australia","Paradip, India",Handysize,Coal,13803,6300,949.4,387669.76,182622.22,62011.56,28755.93,661059.47,47.89,1080,True
2025-11-03,"Gladstone, Australia","Paradip, India",Handysize,Coal,21833,6300,775.51,316666.55,202688.89,70580.69,0.0,589936.13,27.02,1510,True
2025-11-05,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,52836,5300,788.66,335425.03,172335.06,72027.44,0.0,579787.52,10.97,723,True
2025-11-05,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,19224,4600,929.58,277153.23,174640.99,62772.51,0.0,514566.73,26.77,2292,True
2025-11-06,"Port Hedland, Australia","Visakhapatnam, India",Capesize,Iron Ore,163335,5300,732.0,501669.66,371182.76,67154.22,0.0,940006.64,5.76,2062,True
2025-11-06,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,53306,6300,789.23,398999.69,208351.11,69838.11,0.0,677188.92,12.7,798,True
2025-11-07,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,27148,5300,944.61,324492.38,152770.86,61909.35,12022.63,551195.22,20.3,1058,True
2025-11-09,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,54065,4600,896.65,330983.98,155230.12,54024.98,0.0,540239.09,9.99,889,True
2025-11-10,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,51943,4600,942.31,347840.33,201741.23,57878.71,26286.4,633746.67,12.2,2254,True
2025-11-11,"Richards Bay, South Africa","Visakhapatnam, India",Panamax,Coal,88780,4600,737.31,314037.78,226933.33,70093.87,0.0,611064.99,6.88,1745,True
2025-11-11,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,47804,5300,825.94,351281.44,173198.77,76368.86,0.0,600849.07,12.57,745,True
2025-11-11,"Richards Bay, South Africa","Visakhapatnam, India",Panamax,Coal,86091,4600,920.73,392164.79,192495.8,71199.73,0.0,655860.32,7.62,987,True
2025-11-13,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,51197,5300,984.3,418631.5,241745.43,58416.12,0.0,718793.05,14.04,2491,True
2025-11-15,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,20222,5300,872.74,299802.01,191205.68,63123.05,21950.76,576081.51,28.49,2037,True
2025-11-17,"Gladstone, Australia","Paradip, India",Panamax,Coal,76704,6300,812.29,473836.01,272222.22,69796.88,0.0,815855.12,10.64,1125,True
2025-11-17,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,10424,4600,923.1,275220.85,141895.8,68272.92,70485.39,555874.96,53.33,1331,True
2025-11-18,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,29142,5300,843.04,289598.67,216253.09,57620.95,0.0,563472.71,19.34,2675,True
2025-11-18,"Port Hedland, Australia","Visakhapatnam, India",Capesize,Iron Ore,169878,5300,802.7,550124.99,361039.66,69544.98,65990.27,1046699.9,6.16,1951,True
2025-11-19,"Port Hedland, Australia","Visakhapatnam, India",Capesize,Iron Ore,151856,5300,965.4,661635.29,400150.0,57286.05,11292.49,1130363.82,7.44,2379,True
2025-11-20,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,25017,5300,886.35,304476.88,221396.05,76910.22,0.0,602783.14,24.09,2806,True
2025-11-20,"Gladstone, Australia","Paradip, India",Panamax,Coal,66985,6300,746.43,435419.58,382480.0,59833.55,0.0,877733.14,13.1,2897,True
2025-11-22,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,46025,4600,856.18,316047.39,212474.57,57665.52,0.0,586187.48,12.74,2569,True
2025-11-23,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,153511,4600,744.77,443006.94,320493.1,58229.22,0.0,821729.26,5.35,2041,True
2025-11-24,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,40834,4600,896.62,330974.61,183204.94,59966.8,0.0,574146.35,14.06,1710,True
2025-11-24,"Richards Bay, South Africa","Visakhapatnam, India",Panamax,Coal,64255,4600,865.0,368425.56,224389.14,74500.63,66734.6,734049.92,11.42,1689,True
2025-11-24,"Port Hedland, Australia","Visakhapatnam, India",Panamax,Iron Ore,80507,5300,824.18,404458.24,316900.74,73873.95,19433.04,814665.97,10.12,2804,True
2025-11-24,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,12851,4600,816.43,243417.02,169018.77,66697.25,54803.91,533936.94,41.55,2127,True
2025-11-26,"Gladstone, Australia","Paradip, India",Panamax,Coal,71784,6300,707.82,412894.35,385466.67,59037.46,0.0,857398.48,11.94,2945,True
2025-11-26,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,52549,5300,770.07,327516.89,229614.32,55003.89,58006.64,670141.74,12.75,2182,True
2025-11-26,"Gladstone, Australia","Paradip, India",Capesize,Coal,157954,6300,902.69,735379.59,498894.83,64883.28,0.0,1299157.7,8.22,2593,True
2025-11-27,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,19139,5300,964.49,331319.95,170044.94,71260.95,0.0,572625.85,29.92,1498,True
2025-11-28,"Port Hedland, Australia","Visakhapatnam, India",Panamax,Iron Ore,77256,5300,873.59,428705.92,318523.46,57998.55,34250.79,839478.72,10.87,2835,True
2025-11-29,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,41051,5300,941.51,400433.93,228083.21,60158.04,20194.9,708870.08,17.27,2143,True
2025-11-29,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,11723,4600,746.67,222619.46,120497.28,69501.28,0.0,412618.03,35.2,703,True
2025-11-29,"Gladstone, Australia","Paradip, India",Handysize,Coal,19563,6300,824.14,336525.07,171702.22,70671.41,0.0,578898.7,29.59,846,True
2025-11-30,"Gladstone, Australia","Paradip, India",Panamax,Coal,72265,6300,864.57,504331.93,293751.11,60196.39,0.0,858279.43,11.88,1471,True
2025-12-01,"Gladstone, Australia","Paradip, India",Capesize,Coal,135645,6300,770.08,627352.4,361706.9,57130.57,0.0,1046189.87,7.71,1330,True
2025-12-06,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,41615,4600,923.72,340979.95,179456.79,74631.72,0.0,595068.46,14.3,1600,True
2025-12-09,"Gladstone, Australia","Paradip, India",Panamax,Coal,83613,6300,868.11,506394.59,298977.78,61915.23,21136.42,888424.02,10.63,1555,True
2025-12-09,"Port Hedland, Australia","Visakhapatnam, India",Panamax,Iron Ore,66193,5300,867.39,425663.1,279159.51,60535.38,53731.66,819089.64,12.37,2083,True
2025-12-10,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,17282,4600,806.59,240481.83,156411.36,63670.87,46892.9,507456.96,29.36,1757,True
2025-12-11,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,22449,5300,729.01,250430.12,186141.23,67885.7,64352.24,568809.3,25.34,1908,True
2025-12-12,"Gladstone, Australia","Paradip, India",Capesize,Coal,164303,6300,838.25,682883.64,428182.76,57893.11,44388.4,1213347.91,7.38,1942,True
2025-12-12,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,51230,6300,998.84,504969.96,288104.44,62262.77,18108.93,873446.11,17.05,2507,True
2025-12-13,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,24183,4600,898.51,267890.28,148267.65,65084.38,0.0,481242.32,19.9,1518,True
2025-12-13,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,47216,5300,702.16,298633.55,173041.73,59265.66,0.0,530940.94,11.24,741,True
2025-12-14,"Port Hedland, Australia","Visakhapatnam, India",Capesize,Iron Ore,165211,5300,810.2,555269.17,422720.69,60134.58,0.0,1038124.44,6.28,2626,True
2025-12-15,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,50242,4600,958.45,353796.56,186510.12,70886.59,0.0,611193.28,12.16,1807,True
2025-12-17,"Gladstone, Australia","Paradip, India",Panamax,Coal,92662,6300,999.39,582976.94,351493.33,70029.5,984.38,1005484.15,10.85,2399,True
2025-12-17,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,55615,5300,794.16,337763.89,198717.28,74569.27,25840.39,636890.83,11.45,1395,True
2025-12-18,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,32188,4600,940.02,280263.74,147620.25,65867.86,0.0,493751.85,15.34,1499,True
2025-12-19,"Port Hedland, Australia","Visakhapatnam, India",Capesize,Iron Ore,167181,5300,742.74,509030.64,297256.9,59078.12,0.0,865365.66,5.18,1253,True
2025-12-20,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,35280,5300,874.57,300431.33,184296.05,57068.42,17752.72,559548.52,15.86,1861,True
2025-12-22,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,40699,6300,906.77,458425.14,262904.44,70661.18,7009.88,799000.64,19.63,1967,True
2025-12-23,"Gladstone, Australia","Paradip, India",Handysize,Coal,24357,6300,916.6,374277.59,242028.89,61334.92,0.0,677641.4,27.82,2353,True
2025-12-24,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,52108,5300,785.5,334078.33,234011.36,73176.13,49863.98,691129.8,13.26,2294,True
2025-12-25,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,23942,4600,740.16,220678.8,180160.99,71614.75,28473.22,500927.77,20.92,2454,True
2025-12-26,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,170282,4600,799.34,475472.43,207237.93,56652.86,37256.19,776619.41,4.56,613,True
2025-12-29,"Gladstone, Australia","Paradip, India",Capesize,Coal,110357,6300,811.92,661431.14,452187.93,64556.95,0.0,1178176.02,10.68,2163,True
2025-12-29,"Port Hedland, Australia","Visakhapatnam, India",Capesize,Iron Ore,105544,5300,830.87,569429.63,400515.52,75186.74,58780.33,1103912.22,10.46,2383,True
2026-01-01,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,43278,5300,785.54,334097.44,174769.14,74702.73,18685.32,602254.62,13.92,785,True
2026-01-02,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,138712,4600,748.11,444997.7,376327.59,65416.16,0.0,886741.45,6.39,2745,True
2026-01-03,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,32428,4600,963.99,287410.36,131809.88,65110.83,0.0,484331.07,14.94,1035,True
2026-01-06,"Port Hedland, Australia","Visakhapatnam, India",Capesize,Iron Ore,113875,5300,772.99,529768.09,448855.17,63210.35,7100.99,1048934.6,9.21,2912,True
2026-01-07,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,41898,6300,772.26,390421.08,302851.11,75779.84,0.0,769052.03,18.36,2823,True
2026-01-07,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,154262,4600,750.2,446236.94,205731.03,56875.92,10293.92,719137.81,4.66,594,True
2026-01-12,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,46340,4600,788.25,290972.52,166713.09,76619.43,7237.32,541542.35,11.69,1226,True
2026-01-15,"Richards Bay, South Africa","Visakhapatnam, India",Handysize,Coal,20456,4600,772.52,230325.81,130651.36,60151.85,0.0,421129.02,20.59,1001,True
2026-01-18,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,44038,5300,712.53,303045.99,255643.21,67723.06,0.0,626412.26,14.22,2845,True
2026-01-18,"Gladstone, Australia","Paradip, India",Capesize,Coal,170453,6300,940.6,766263.43,368658.62,71522.77,47410.36,1253855.19,7.36,1394,True
2026-01-20,"Gladstone, Australia","Paradip, India",Handymax / Supramax,Coal,52454,6300,725.71,366885.83,250864.44,72355.27,0.0,690105.54,13.16,1709,True
2026-01-20,"Richards Bay, South Africa","Visakhapatnam, India",Panamax,Coal,83593,4600,988.5,421025.88,253601.98,76075.96,0.0,750703.81,8.98,2332,True
2026-01-23,"Port Hedland, Australia","Visakhapatnam, India",Panamax,Iron Ore,83700,5300,873.21,428517.58,211162.47,55053.96,0.0,694734.01,8.3,784,True
2026-01-24,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,55093,5300,803.85,341883.47,207903.95,58335.05,0.0,608122.47,11.04,1629,True
2026-01-25,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,41034,5300,871.77,370771.77,181246.91,58388.04,0.0,610406.73,14.88,950,True
2026-01-27,"Gladstone, Australia","Paradip, India",Capesize,Coal,149236,6300,724.07,589871.44,511386.21,57058.77,29161.55,1187477.97,7.96,2708,True
2026-01-28,"Port Hedland, Australia","Visakhapatnam, India",Handysize,Iron Ore,13381,5300,794.01,272755.57,178956.79,57153.97,0.0,508866.34,38.03,1725,True
2026-01-28,"Port Hedland, Australia","Visakhapatnam, India",Capesize,Iron Ore,134995,5300,986.21,675894.23,341393.1,67396.6,0.0,1084683.93,8.03,1736,True
2026-01-29,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,132541,4600,988.81,588168.94,250144.83,72709.99,0.0,911023.76,6.87,1154,True
2026-01-31,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,56230,4600,989.45,365240.43,159591.6,65552.7,53250.52,643635.25,11.45,1017,True
2026-02-01,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,170190,4600,906.12,538985.4,352455.17,67172.43,0.0,958613.0,5.63,2444,True
2026-02-02,"Richards Bay, South Africa","Visakhapatnam, India",Capesize,Coal,114972,4600,804.38,478465.86,346982.76,68199.34,0.0,893647.96,7.77,2375,True
2026-02-07,"Richards Bay, South Africa","Visakhapatnam, India",Handymax / Supramax,Coal,47297,4600,950.45,350843.83,145144.2,76505.29,0.0,572493.31,12.1,593,True
2026-02-10,"Gladstone, Australia","Paradip, India",Handysize,Coal,28544,6300,959.52,391804.09,164888.89,74944.19,65174.93,696812.1,24.41,700,True
2026-02-10,"Gladstone, Australia","Paradip, India",Handysize,Coal,34438,6300,765.37,312526.24,169508.89,55041.67,10260.76,547337.55,15.89,799,True
2026-02-11,"Richards Bay, South Africa","Visakhapatnam, India",Panamax,Coal,65918,4600,937.2,399179.73,172960.0,60082.55,6506.2,638728.48,9.69,557,True
2026-02-11,"Gladstone, Australia","Paradip, India",Handysize,Coal,31714,6300,771.66,315096.23,187242.22,71415.74,5185.53,578939.72,18.26,1179,True
2026-02-14,"Gladstone, Australia","Paradip, India",Capesize,Coal,113886,6300,703.16,572836.46,386581.03,59106.02,49926.76,1068450.28,9.38,1559,True
2026-02-15,"Port Hedland, Australia","Visakhapatnam, India",Handymax / Supramax,Iron Ore,41004,5300,727.53,309423.65,248851.36,58948.06,0.0,617223.06,15.05,2672,True
